"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
0.930388425063434,0.912546410400498,0.90908708557772,0.907319402536569,0.85974787878344,0.77992053524311,0.824813957945763,0.787082275185492,0.755668215665751,0.800647731684079,0.821868084719789,0.816646332332279,0.757220933612809,0.773305658232501,0.720398736503478,0.662557759192768,0.704781778972015,0.781290893874165,0.829422760247355,0.841809201012027,0.84495910258191,0.857306761937952,0.821530185166529,0.834526710386208
0.872584647287029,0.697226560255004,0.640140453291875,0.477358561014895,0.49267789462165,0.447730472423784,0.42493401626069,0.393262197710363,0.377722795334443,0.352727505112441,0.263916556587487,0.232465024049953,0.195970956360241,0.266059918245166,0.340040841805285,0.264031152745044,0.246094938601344,0.241508139938625,0.18894174122551,0.135855361665903,0.0770342024906342,0.0819618648521856,0.0811745628673417,0.0857025084099073
0.933166438556681,0.915611520811912,0.913254816984688,0.849877624766878,0.782229726779844,0.689153106523654,0.679741274776148,0.603154228668227,0.599796082239399,0.442375137882979,0.349972107111522,0.315219818085913,0.369056091337459,0.414638019881868,0.314711753019263,0.262010191393412,0.335116344538233,0.386932016297867,0.354199030464664,0.43073588040912,0.352564160502687,0.391851950296379,0.379315193301844,0.396342554548588
0.93213944819606,0.93021428819277,0.914401193938982,0.920523990516785,0.903500442486461,0.91456289355902,0.927650862804867,0.945496730560816,0.903017694039648,0.823932052725034,0.610684303472643,0.52360546385683,0.378715474225736,0.324247356904889,0.25936598319357,0.225012581497441,0.214456702216181,0.219520909604375,0.20811609050382,0.155009666531766,0.152528791838014,0.159145455408127,0.232072171066613,0.185369411177216
0.94965866413405,0.959767324599826,0.946936146852676,0.921754196155649,0.933367060861663,0.909878456869529,0.85827111630062,0.899657079716136,0.898893993592473,0.920363984031653,0.883920414486927,0.881281750652366,0.825607113911053,0.758906459726346,0.828905206515334,0.878115583883156,0.874668953937984,0.915790788427738,0.895649198362948,0.884174397442604,0.897264144301431,0.850897777952739,0.813254339008589,0.81095004105867
0.836403885230781,0.719963677059682,0.699409342540477,0.609877498128754,0.581104584156261,0.546798172679626,0.52855757047974,0.462154286774561,0.46915818535646,0.392398217383411,0.396053325867185,0.273635957933848,0.25801636075103,0.19015941382916,0.280418832136376,0.253132674566134,0.22282991001832,0.312022655451777,0.273454228608665,0.236810198625124,0.139408177495484,0.126463261025426,0.0792703007937697,0.109465119518505
0.858447137990919,0.763563089563403,0.701766269228225,0.726904243891669,0.76180711467848,0.759412414479613,0.777987178784066,0.760086477898423,0.797384226238933,0.854318078605253,0.811692149703669,0.782892949346803,0.670869947397706,0.555018961696567,0.53423361191857,0.472055560304917,0.517300402633179,0.458910761531818,0.418014899458016,0.427668301629894,0.344689301049238,0.403234181943559,0.459686124904599,0.512829700408826
0.883850310547146,0.882351356142101,0.889623647055187,0.838787093285702,0.810877269171913,0.79764172531969,0.817503284547459,0.801352208758747,0.773933205799954,0.809386439772094,0.866073771979528,0.913854770667762,0.886648197797063,0.901742710136522,0.885652299140233,0.762437374289653,0.653771123903433,0.567751776425077,0.563593822132329,0.587949042635451,0.507855490005627,0.574664089286613,0.496676826685458,0.480469614507383
0.922021136301101,0.89915933809712,0.815991956286599,0.766185133310191,0.728245478189037,0.492704642934658,0.475914671283002,0.521548624102093,0.591403860986912,0.484890324115806,0.382133595844389,0.318736148248163,0.328927954397291,0.377841110526698,0.470107102962205,0.471840585001943,0.510810695168797,0.554376714529865,0.592275506984004,0.634863250665046,0.685727482967495,0.71760598331424,0.729216658622774,0.664385656846414
0.869611519495516,0.837387836650017,0.842869501266205,0.809198796292013,0.795304252955716,0.659938700815929,0.568803848607538,0.586374109383925,0.602959378006962,0.649045903602198,0.689339941504434,0.707159979847763,0.694614539510313,0.653901017323876,0.713742499613756,0.803066247699488,0.741216844575466,0.78110933782316,0.801619660765044,0.688093449335522,0.629554860091363,0.511527219597379,0.46278427434621,0.430752504252736
0.807548506476738,0.771027777579288,0.721920263188831,0.629807405574084,0.627226621914143,0.702484707527894,0.784350045709711,0.784245926109093,0.754067053675982,0.605337551745812,0.523655822168573,0.532087026902222,0.483166001704111,0.503039263954435,0.542032584552992,0.591552696907787,0.517545294524927,0.468238773425055,0.344561743651208,0.247842075301156,0.161516973692069,0.149122255102552,0.139846680300223,0.18746453322392
0.922794698732728,0.832723830206425,0.81135443235064,0.805925824623172,0.798198787483912,0.783697601646462,0.762630360942196,0.744573481342031,0.749319451414009,0.7487932058976,0.792933606258972,0.851401453463832,0.818696815882454,0.82630754040035,0.731629571237821,0.582435702728693,0.492069820744885,0.515678147374049,0.432861166096114,0.218889263973269,0.144480321361975,0.148501554586716,0.0949650802325608,0.0767119391223328
0.919222548017585,0.921471610976532,0.908444696947528,0.907333239257106,0.953007094102839,0.949078132926191,0.955790810565213,0.92110195623394,0.847520671691119,0.76370497965496,0.638534948984139,0.678265995074554,0.605700183978172,0.559673208285865,0.519619992701027,0.451823996401999,0.417620696817135,0.557005016320795,0.648735120435367,0.732190387811737,0.731458459815365,0.585584254561338,0.460356367833836,0.34649751419736
0.920398865621546,0.90939269278944,0.890539760531144,0.866021906375652,0.86333116813554,0.854814733747175,0.798307065182218,0.844129891172171,0.793712757136555,0.74989379254372,0.65211964590857,0.624654579788246,0.600268832475162,0.614856396884943,0.557275857323544,0.53197450371306,0.546859288443229,0.505438849369423,0.397240007596771,0.339174939775988,0.240002336453532,0.229356096748982,0.113094828367135,0.165013482626454
0.917290362238999,0.935733913320489,0.954030855674026,0.943069028518869,0.957537526315327,0.974023967504809,0.957601288837111,0.966118328517042,0.959492553810341,0.948416606532269,0.951372344002176,0.9504719033482,0.920225415744183,0.89459165572372,0.860873295491783,0.836143456350811,0.870160814633663,0.793889380934568,0.811892126547185,0.822243527161329,0.802265707939587,0.819309703915448,0.828584666781657,0.819904870837104
0.927826513903018,0.894107495977557,0.924019820124069,0.9204200738695,0.93703520151688,0.907099716972723,0.913669579927156,0.888554006043616,0.844995059838984,0.737965513613418,0.651876758502359,0.618699823270839,0.545778221698171,0.417272965466813,0.373969321406974,0.42839788439432,0.476142050953915,0.517297874773055,0.463956330220237,0.407420807078718,0.290395221529039,0.248157874492149,0.166490867589727,0.1402465291577
0.931961179940413,0.924017527171319,0.94009662502104,0.879450850572022,0.907872498571982,0.896059691778729,0.898121324064434,0.888761448541364,0.817794818495462,0.804834373067109,0.709178006854659,0.711721290594061,0.647424784388769,0.757545922739908,0.738089172272013,0.715738605468044,0.711127097846583,0.755921009773622,0.822561002066293,0.863850874482417,0.90800064961334,0.889296641477191,0.851060583579888,0.773866685086657
0.892636595286946,0.898371493305927,0.845338530732721,0.718217310175247,0.696730981291565,0.609836660110804,0.596106931980515,0.581597659960539,0.5765323395559,0.597833872090514,0.513371657529596,0.410024232746614,0.265086615282098,0.218451449047739,0.238057862895356,0.199851469343347,0.221880020447052,0.273126779852,0.241202505787586,0.281679668268477,0.28367743534451,0.249390868725058,0.252395887414634,0.297456298553733
0.922636255740537,0.917960716121515,0.926478634338837,0.917585052300405,0.932890561858952,0.888034109280976,0.80495293876766,0.754573815267427,0.67792059315781,0.594217235010179,0.588569831493861,0.507939303399783,0.396459736931062,0.399597155318496,0.427079179741477,0.464500723950272,0.40660763401446,0.419183626062078,0.496788440354087,0.403889541751072,0.352525812391047,0.330207542852316,0.271475561305471,0.320781273249885
0.867378337171365,0.878982278365848,0.853540476239617,0.80314990581474,0.75366056923641,0.68916178144977,0.641060172522309,0.546497792096548,0.622281512655597,0.652616928095666,0.66557761484208,0.710810819769382,0.652955837118783,0.705874195877148,0.679981412561136,0.590726956504141,0.52352058708085,0.446142990345862,0.351863718231128,0.366045045223102,0.297708483410626,0.236524565227407,0.248192975030309,0.26632218291253
0.899220884165073,0.867712272409703,0.799793639813284,0.544561003974616,0.469540033608721,0.398110855952676,0.421548389978416,0.463138768769637,0.515708139217158,0.517170627593442,0.539173357296982,0.476305072129489,0.48627901409399,0.570261927591399,0.618535565362518,0.587597136330217,0.498668541577735,0.496419035525793,0.56248010595835,0.526718075351664,0.540514224171147,0.433135550631452,0.411623944339986,0.43525834061237
0.935005698515926,0.824992566359816,0.831936284922695,0.868812375312752,0.852473934021721,0.818886768194814,0.818206564322325,0.733804194162076,0.746050564315201,0.630752102475539,0.62072516146752,0.66053550033327,0.578341277481459,0.609893444391942,0.692014941229892,0.731799455232233,0.730620768809865,0.748941124122208,0.759046104368646,0.748901987541356,0.756216171891548,0.670183426081963,0.607201781433875,0.47458527317057
0.926126675530994,0.859982231651388,0.827039497769416,0.738824004633264,0.680211373115959,0.55772483839911,0.513550512771096,0.426543020413853,0.324459560402342,0.281276237404047,0.278375828228006,0.257406772104672,0.268729180377995,0.363094566252567,0.37161752839498,0.393737912205692,0.450681073736784,0.446910607011577,0.574777983389472,0.451358416719056,0.345586599867656,0.23310316458733,0.186530813473299,0.118372004145166
0.833912042140869,0.812671747504835,0.716089327780865,0.569374078196626,0.428513464823613,0.358537577751883,0.268165332050916,0.21165389440757,0.196000281185257,0.130550592177025,0.115358392976999,0.129949045259968,0.0979260264107423,0.0766736711913314,0.121595968641818,0.176545975119493,0.197860450350064,0.247188750139797,0.331802693734989,0.368313222033863,0.375907602725822,0.286793405137627,0.206681853793324,0.250511416473157
0.934605713870637,0.858205980071103,0.897067816828085,0.870138311328936,0.872068449232752,0.778738907704743,0.863818869990097,0.884653717874795,0.868767696351435,0.889162326890696,0.867218325977436,0.905519696795319,0.864335696776624,0.845125687411327,0.845718987363109,0.745334799511331,0.667919907851821,0.767912771388418,0.805781392630392,0.834351421208784,0.860251521010361,0.744351554074299,0.65878435907784,0.662975505557517
0.888873830319271,0.880904165224657,0.869347080686515,0.833960768867977,0.805101421998751,0.794712196593491,0.810318262464988,0.815885162220969,0.898960638398957,0.904555101792913,0.890741683922256,0.895117466647155,0.876245782365358,0.836238306675368,0.831707295298908,0.780698550757299,0.694393376651152,0.612677210028667,0.570539921923753,0.389040779119448,0.266906321327034,0.258738222159677,0.235178806469342,0.178528310034982
0.909193117536668,0.912409895033212,0.92620254037912,0.901149952625975,0.8464112133082,0.710963477511718,0.601994231737173,0.44898500913401,0.356523300321583,0.255592380904912,0.211147441445476,0.189866273580884,0.218516554426866,0.28474569957288,0.385171191012356,0.438355937051714,0.440159822836486,0.484751891043419,0.489186845029428,0.417740215426826,0.463984659301207,0.392328278077857,0.450818387340638,0.474747301949648
0.885565545429612,0.865471738868757,0.865349604329676,0.85839545664213,0.818237440206756,0.860886573790887,0.832473303614053,0.861705673892733,0.885749907737511,0.868978489128553,0.919959416984949,0.934507621016996,0.94283116218396,0.940455863805298,0.952146897952616,0.931104702367244,0.924258982147767,0.892721918474954,0.867471104705049,0.870077904585696,0.917147815801023,0.894998680770907,0.842144601585125,0.777171581873755
0.919108046284944,0.9310990905328,0.867203669999126,0.851684907962628,0.772537365118555,0.772769428325154,0.703542453215286,0.722087243899449,0.719727515110505,0.714924686409516,0.705993981941104,0.774306246481132,0.67467583164909,0.535173139965788,0.511966355911753,0.419346446108702,0.536397098853444,0.527649250209685,0.569368820797113,0.536068859016823,0.440432863849141,0.38786059620352,0.385052285458644,0.393991173518553
